"practice_code","practice_name","overall_achievement","stia007_numerator","stia007_denominator","stia014_numerator","stia014_denominator","stia015_numerator","stia015_denominator","prop_stia007","prop_stia014","prop_stia015","imd_rank","total_patients","patients_65_plus","patients_female","prop_65_plus","prop_female","stroke_prevalence","imd_quintile","listsize_quintile","prevalence_quintile","age65_quintile","female_quintile"
"K82055","Denham Medical Centre",0.99,149,165,79,142,66,90,0.903030303030303,0.556338028169014,0.733333333333333,14819,10694,2198,5465,0.205535814475407,0.511034224798953,0.0154292126426033,3,4,4,4,4
"K82017","Desborough Surgery",1,151,151,102,115,81,89,1,0.88695652173913,0.910112359550562,19042,14264,2143,7092,0.150238362310712,0.497195737521032,0.0105860908581043,2,5,2,2,2
"K82079","Edlesborough Surgery",1,135,135,83,96,67,70,1,0.864583333333333,0.957142857142857,23535,8647,2168,4441,0.250722794032612,0.513588527813114,0.0156123511044293,1,3,4,5,5
"K82058","Gladstone Road Surgery",1,49,50,45,54,24,26,0.98,0.833333333333333,0.923076923076923,9695,5909,952,2928,0.161110170925707,0.49551531562024,0.00846166864105602,4,2,2,2,2
"K82028","Haddenham Medical Centre",1,118,121,74,94,56,76,0.975206611570248,0.787234042553192,0.736842105263158,21729,9884,2319,5081,0.234621610683934,0.514063132335087,0.0122420072845002,2,3,3,4,5
"K82012","Highfield Surgery",0.678181818181818,99,108,57,81,55,78,0.916666666666667,0.703703703703704,0.705128205128205,29688,7100,1834,3704,0.25830985915493,0.52169014084507,0.0152112676056338,1,2,4,5,5
"K82049","Hughenden Valley Surgery",1,200,203,106,126,115,127,0.985221674876847,0.841269841269841,0.905511811023622,29565,12139,3387,6223,0.279018041024796,0.51264519317901,0.016722959057583,1,4,4,5,5
"K82022","Kingswood Surgery",1,99,102,84,110,34,38,0.970588235294118,0.763636363636364,0.894736842105263,24323,10470,1295,5209,0.123686723973257,0.497516714422159,0.00974212034383954,1,4,2,2,2
"K82621","Little Chalfont Surgery",1,48,48,35,42,24,26,1,0.833333333333333,0.923076923076923,25749,4691,826,2423,0.176081858878704,0.516520997655084,0.0102323598379876,1,1,2,3,5
"K82011","Millbarn Medical Centre",0.945454545454545,104,106,65,86,62,74,0.981132075471698,0.755813953488372,0.837837837837838,33090,9944,1732,5198,0.174175382139984,0.522727272727273,0.0106596942880129,1,3,3,3,5
"K82014","Oakfield Surgery",1,55,55,53,76,33,44,1,0.697368421052632,0.75,19173,5982,1051,2993,0.175693747910398,0.50033433634236,0.0091942494149114,2,2,2,3,3
"K82038","Poplar Grove Practice",0.719090909090909,283,287,209,242,93,98,0.986062717770035,0.863636363636364,0.948979591836735,28124,23779,3532,11918,0.148534421127886,0.501198536523824,0.0120694730644686,1,5,3,2,3
"K82053","Priory Surgery",1,137,138,96,121,76,85,0.992753623188406,0.793388429752066,0.894117647058824,13520,11601,1906,5658,0.164296181363676,0.487716576157228,0.0118955262477373,3,4,3,3,2
"K82618","Prospect House Surgery",1,39,40,26,30,24,27,0.975,0.866666666666667,0.888888888888889,29544,3491,702,1715,0.201088513319966,0.491263248352907,0.0114580349470066,1,1,3,3,2
"K82001","Rectory Meadow Surgery",1,111,113,83,102,86,93,0.982300884955752,0.813725490196078,0.924731182795699,30213,10542,2554,5426,0.242269019161449,0.514703092392335,0.0107190286473155,1,4,3,4,5
"K82036","Riverside Surgery",1,110,113,90,106,47,50,0.973451327433628,0.849056603773585,0.94,10558,11374,1711,5763,0.150430807103921,0.506681906101635,0.00993493933532618,3,4,2,2,4
"K82045","Southmead Surgery",1,91,93,79,100,73,78,0.978494623655914,0.79,0.935897435897436,25087,6973,1697,3637,0.243367273770257,0.521583249677327,0.0133371576079162,1,2,3,4,5
"K82048","Stokenchurch Medical Ctre",1,115,115,75,82,72,78,1,0.914634146341463,0.923076923076923,21672,6861,1546,3472,0.225331584317155,0.506048680950299,0.0167614050429966,2,2,4,4,4
"K82078","The Allan Practice",1,96,99,50,68,82,90,0.96969696969697,0.735294117647059,0.911111111111111,28248,10060,2248,5170,0.223459244532803,0.513916500994036,0.00984095427435388,1,3,2,4,5
"K82021","The Cross Keys Practice",1,257,261,149,177,161,183,0.984674329501916,0.84180790960452,0.879781420765027,14088,15152,4141,7832,0.273297254487856,0.516895459345301,0.0172254487856389,3,5,5,5,5
"K82023","The Doctors House, Marlow Medical Group",1,401,407,250,298,235,259,0.985257985257985,0.838926174496644,0.907335907335907,29063,27350,6488,14090,0.237221206581353,0.515173674588665,0.0148811700182815,1,5,4,4,5
"K82008","The Hall Practice",1,134,144,84,99,103,113,0.930555555555556,0.848484848484849,0.911504424778761,28248,10485,2341,5407,0.223271340009537,0.515689079637577,0.0137339055793991,1,4,4,4,5
"K82006","The Ivers Practice",1,92,93,81,110,42,48,0.989247311827957,0.736363636363636,0.875,15763,9338,1765,4571,0.189012636538873,0.489505247376312,0.00995930606125509,3,3,2,3,2
"K82035","The John Hampden Surgery",1,45,45,29,36,24,25,1,0.805555555555556,0.96,14995,3803,848,2007,0.222981856429135,0.527741256902445,0.0118327636076781,3,1,3,4,5
"K82019","The Mandeville Practice",1,134,135,105,137,41,45,0.992592592592593,0.766423357664234,0.911111111111111,8809,16561,1821,8241,0.109957128192742,0.497614878328603,0.0081516816617354,4,5,2,1,2
"K82051","The Misbourne Surgery",1,152,155,76,98,101,106,0.980645161290323,0.775510204081633,0.952830188679245,28248,11222,2838,5714,0.252896096952415,0.509178399572269,0.0138121546961326,1,4,4,5,4
"K82024","The New Surgery Chesham",1,162,165,94,116,70,82,0.981818181818182,0.810344827586207,0.853658536585366,9695,10938,2133,5418,0.195008228195282,0.495337356006583,0.0150850246845858,4,4,4,3,2
"K82046","The Simpson Centre",1,237,243,150,198,150,168,0.975308641975309,0.757575757575758,0.892857142857143,33090,18553,3974,9500,0.214197164878995,0.512046569287986,0.013097612245998,1,5,3,4,4
"K82007","The Swan Practice",0.93,266,271,210,279,145,179,0.981549815498155,0.752688172043011,0.810055865921788,14900,31318,6120,15722,0.195414777444281,0.502011622708985,0.00865317070055559,3,5,2,3,3
"K82031","Threeways Surgery",1,83,84,68,73,56,62,0.988095238095238,0.931506849315068,0.903225806451613,23389,6284,1252,3237,0.199236155315086,0.515117759388924,0.0133672819859962,1,2,3,3,5
"K82010","Tower House Surgery",0.951818181818182,96,98,67,93,29,35,0.979591836734694,0.720430107526882,0.828571428571429,4416,10138,1348,4958,0.132965081870191,0.489051094890511,0.00966660090747682,4,3,2,2,2
"K82047","Unity Health",1,284,289,195,242,155,175,0.982698961937716,0.805785123966942,0.885714285714286,32818,22816,5337,11657,0.233914796633941,0.510913394109397,0.0126665497896213,1,5,3,4,4
"K82068","Waddesdon Surgery",1,36,36,38,42,29,31,1,0.904761904761905,0.935483870967742,23351,5597,1061,2823,0.189565838842237,0.504377345006253,0.00643201715204574,1,2,1,3,3
"K82037","Water Meadow Surgery",0.994545454545455,179,182,92,123,99,113,0.983516483516483,0.747967479674797,0.876106194690266,15687,13548,2690,6895,0.198553291998819,0.508931207558311,0.0134337171538234,3,4,3,3,4
"K82073","Westongrove Partnership",0.969090909090909,370,372,270,352,257,289,0.994623655913978,0.767045454545455,0.889273356401384,32600,33297,7000,17142,0.210229149773253,0.514821155059014,0.0111721776736643,1,5,3,4,5
"K82040","Whitehill Surgery",1,106,106,80,98,53,56,1,0.816326530612245,0.946428571428571,13278,13998,1683,6893,0.120231461637377,0.492427489641377,0.00757251035862266,3,5,2,2,2
"K82030","Wye Valley Surgery",0.883636363636364,101,117,50,81,50,63,0.863247863247863,0.617283950617284,0.793650793650794,17424,11696,1475,6075,0.126111491108071,0.519408344733242,0.0100034199726402,2,4,2,2,5
"K81081","Abbey Medical Centre",1,11,11,13,13,3,3,1,1,1,10680,2366,228,1022,0.0963651732882502,0.431952662721893,0.00464919695688926,3,1,1,1,1
"K81014","Balmore Park Surgery",1,202,205,117,141,104,119,0.985365853658537,0.829787234042553,0.873949579831933,30684,20557,3741,10356,0.181981806683855,0.503770005350975,0.00997227221870896,1,5,2,3,3
"Y02476","Broad Street Health Centre",1,22,23,31,35,11,11,0.956521739130435,0.885714285714286,1,16119,14261,497,6512,0.0348502910034359,0.456629969847837,0.00161279012691957,2,5,1,1,1
"K81047","Brookside Group Practice",1,358,359,232,270,163,173,0.997214484679666,0.859259259259259,0.942196531791908,32687,30791,5400,15181,0.175375921535514,0.493033678672339,0.011659251079861,1,5,3,3,2
"K81102","Burdwood Surgery",1,82,82,84,97,34,36,1,0.865979381443299,0.944444444444444,24287,10345,1570,5525,0.151764137264379,0.534074432092798,0.00792653455775737,1,4,2,2,5
"K81103","Chapel Row Surgery",1,75,75,59,70,47,55,1,0.842857142857143,0.854545454545454,24364,8858,1871,4394,0.211221494694062,0.496048769473922,0.00846692255588169,1,3,2,4,2
"K81026","Chatham Street Surgery",1,49,50,43,50,12,13,0.98,0.86,0.923076923076923,10680,8037,757,3712,0.0941893741445813,0.461863879557049,0.00622122682593007,3,3,1,1,1
"K81002","Eastfield House Surgery",0.966363636363636,114,115,99,129,59,65,0.991304347826087,0.767441860465116,0.907692307692308,16791,15540,2125,7612,0.136743886743887,0.48983268983269,0.0074002574002574,2,5,2,2,2
"K81041","Emmer Green Surgery",1,144,145,94,108,82,94,0.993103448275862,0.87037037037037,0.872340425531915,25435,11647,2485,5916,0.213359663432644,0.507941959302825,0.0124495578260496,1,4,3,4,4
"K81017","Falkland Surgery",0.963636363636364,202,202,123,142,136,141,1,0.866197183098592,0.964539007092199,33731,14448,3321,7198,0.229858803986711,0.498200442967885,0.0139811738648948,1,5,4,4,2
"K81025","Finchampstead Practice",0.916363636363636,144,148,110,141,81,92,0.972972972972973,0.780141843971631,0.880434782608696,30516,19114,3577,9688,0.187140315998744,0.506853615151198,0.00774301559066653,1,5,2,3,4
"K81078","Grovelands Medical Centre",1,122,124,118,150,69,75,0.983870967741935,0.786666666666667,0.92,13781,13903,2124,6866,0.152772782852622,0.493850248147882,0.00891893835862763,3,4,2,2,2
"K81057","Hungerford Surgery",1,97,97,70,82,62,71,1,0.853658536585366,0.873239436619718,24353,7259,1852,3680,0.25513156082105,0.506956881113101,0.0133627221380355,1,2,3,5,4
"J82054","Kintbury & Woolton Hill Surgery",0.991818181818182,129,132,85,107,69,78,0.977272727272727,0.794392523364486,0.884615384615385,16585,9561,2324,4884,0.243070808492835,0.510825227486665,0.0138060872293693,2,3,4,4,4
"K81052","Lambourn Surgery",0.885454545454545,74,77,58,76,35,39,0.961038961038961,0.763157894736842,0.897435897435897,13144,6246,1473,3023,0.23583093179635,0.483989753442203,0.0123278898495037,3,2,3,4,1
"K81069","Loddon Vale Practice",0.988181818181818,147,150,100,126,91,104,0.98,0.793650793650794,0.875,30326,14630,3239,7194,0.221394395078606,0.491729323308271,0.0102529049897471,1,5,2,4,2
"K81007","London Street Surgery",0.963636363636364,27,28,26,33,11,13,0.964285714285714,0.787878787878788,0.846153846153846,20268,5705,553,2550,0.0969325153374233,0.446976336546889,0.0049079754601227,2,2,1,1,1
"K81048","Long Barn Lane Surgery",0.956363636363636,62,63,65,79,19,20,0.984126984126984,0.822784810126582,0.95,7397,9031,924,4405,0.10231425091352,0.487764367179714,0.00697597165319455,4,3,1,1,2
"K81651","Melrose Surgery",1,96,97,96,123,37,41,0.989690721649485,0.780487804878049,0.902439024390244,16944,16447,1392,7833,0.0846354958351067,0.476257068158327,0.00589773210919925,2,5,1,1,1
"K81040","Milman & Kennet Surgery",1,119,121,108,142,51,56,0.983471074380165,0.76056338028169,0.910714285714286,13137,20296,2395,9518,0.118003547497044,0.468959400867166,0.00596176586519511,3,5,1,2,1
"K81027","Mortimer Surgery",1,183,183,101,120,93,101,1,0.841666666666667,0.920792079207921,23506,11268,2569,5700,0.227990770323039,0.505857294994675,0.0162406815761448,1,4,4,4,4
"K81080","New Wokingham Road Surgery",1,126,127,69,90,85,92,0.992125984251969,0.766666666666667,0.923913043478261,31965,9729,2047,4866,0.210401891252955,0.500154178230034,0.0130537568095385,1,3,3,4,3
"K81045","Parkside Practice",1,179,182,124,148,92,100,0.983516483516483,0.837837837837838,0.92,26857,17292,2566,8543,0.148392320148045,0.494043488318297,0.0105250983113579,1,5,2,2,2
"K81100","Pembroke Surgery",0.993636363636364,20,20,18,22,6,7,1,0.818181818181818,0.857142857142857,19803,6858,543,3273,0.07917760279965,0.477252843394576,0.00291630212890055,2,2,1,1,1
"K81636","Russell Street Surgery",1,59,60,58,76,12,12,0.983333333333333,0.763157894736842,1,10680,9015,750,4152,0.0831946755407654,0.460565723793677,0.00665557404326123,3,3,1,1,1
"K81633","South Reading & Shinfield Group Med Prac",1,93,93,66,80,54,55,1,0.825,0.981818181818182,22995,11446,1110,5641,0.0969771099073912,0.492835925214049,0.0081251092084571,2,4,2,1,2
"K81063","Strawberry Hill Medical Centre",1,221,222,169,208,151,171,0.995495495495496,0.8125,0.883040935672515,17334,22419,4197,11286,0.187207279539676,0.503412284223203,0.00990231500066908,2,5,2,3,3
"K81003","Swallowfield Medical Practice",1,152,154,105,117,68,71,0.987012987012987,0.897435897435897,0.957746478873239,26372,15841,2431,8059,0.153462533930939,0.5087431349031,0.00972160848431286,1,5,2,2,4
"K81073","Thatcham Health Centre",1,237,241,183,212,93,107,0.983402489626556,0.863207547169811,0.869158878504673,18959,18351,3669,9064,0.199934608468203,0.49392403683723,0.0131327993024903,2,5,3,3,2
"K81012","The Boat House Surgery",0.893636363636364,150,156,89,148,63,99,0.961538461538462,0.601351351351351,0.636363636363636,30021,12168,2766,6180,0.227317554240631,0.507889546351085,0.0128205128205128,1,4,3,4,4
"K81050","The Downland Practice",1,112,112,94,123,64,72,1,0.764227642276423,0.888888888888889,22218,11065,2178,5638,0.196836873023046,0.509534568459105,0.010122006326254,2,4,2,3,4
"K81004","The Potteries",1,208,208,135,162,92,103,1,0.833333333333333,0.893203883495146,20289,14553,3009,7462,0.206761492475778,0.512746512746513,0.0142925857211571,2,5,4,4,5
"K81077","Theale Medical Centre",0.860909090909091,117,118,67,108,48,63,0.991525423728814,0.62037037037037,0.761904761904762,17940,10926,2035,5426,0.186252974556105,0.496613582280798,0.0107999267801574,2,4,3,3,2
"K81644","Tilehurst Village Surgery",1,142,146,99,127,67,74,0.972602739726027,0.779527559055118,0.905405405405405,27353,15503,1988,7551,0.128233245178353,0.48706701928659,0.00941753209056312,1,5,2,2,2
"K81070","Twyford Surgery",1,125,128,82,95,75,83,0.9765625,0.863157894736842,0.903614457831325,32059,12274,2335,6100,0.190239530715333,0.496985497800228,0.0104285481505622,1,4,2,3,2
"K81605","University Medical Group",1,115,117,101,130,63,69,0.982905982905983,0.776923076923077,0.91304347826087,27832,32459,2041,15098,0.0628793246865276,0.465140638959919,0.00360454727502388,1,5,1,1,1
"K81055","Wargrave Practice",1,122,124,73,87,75,83,0.983870967741935,0.839080459770115,0.903614457831325,25560,7674,1942,3895,0.253062288246026,0.507557988011467,0.0161584571279646,1,3,4,5,4
"K81062","Western Elms & Circuit Lane Surgeries",1,224,226,164,217,90,102,0.991150442477876,0.755760368663594,0.882352941176471,9315,27690,3836,13300,0.138533766702781,0.480317804261466,0.00816179126038281,4,5,2,2,1
"K81056","Westwood Road Surgery",1,50,51,43,54,22,25,0.980392156862745,0.796296296296296,0.88,27353,6092,1060,3012,0.173998686802364,0.494418910045962,0.00837163493105712,1,2,2,3,2
"K81022","Wokingham Medical Centre",1,309,312,168,218,218,248,0.990384615384615,0.770642201834862,0.879032258064516,26552,29155,5295,14717,0.181615503344195,0.504784771051278,0.0107014234265135,1,5,3,3,3
"K81051","Woodley Practice",1,103,106,74,91,59,59,0.971698113207547,0.813186813186813,1,25911,13796,2097,6966,0.152000579878226,0.504928964917367,0.00768338648883734,1,4,2,2,3
"K81092","Woosehill Practice",1,120,122,108,121,53,72,0.983606557377049,0.892561983471074,0.736111111111111,33497,15399,2581,8044,0.167608286252354,0.522371582570297,0.00792259237612832,1,5,2,3,5
"L81051","168 Medical Group",0.998181818181818,458,467,295,348,217,238,0.980728051391863,0.847701149425287,0.911764705882353,9368,24322,5493,12207,0.225844914069567,0.501891291834553,0.0192007236247019,4,5,5,4,3
"L81038","Air Balloon Surgery",1,148,152,131,173,73,82,0.973684210526316,0.757225433526012,0.890243902439024,14305,13380,2059,6531,0.153886397608371,0.488116591928251,0.0113602391629297,3,4,3,2,2
"L81127","Almondsbury Surgery",1,67,69,49,62,40,46,0.971014492753623,0.790322580645161,0.869565217391304,26097,5917,1210,2972,0.204495521379077,0.502281561602163,0.0116613148555011,1,2,3,4,3
"L81082","Bedminster Family Practice",1,105,107,83,104,36,42,0.981308411214953,0.798076923076923,0.857142857142857,6598,13859,1367,6750,0.0986362652428025,0.487048127570532,0.00772061476296991,4,4,2,1,2
"L81087","Beechwood Medical Practice",1,123,126,105,129,53,59,0.976190476190476,0.813953488372093,0.898305084745763,14014,12921,1770,6310,0.136986301369863,0.488352294714031,0.00975156721615974,3,4,2,2,2
"L81120","Birchwood Medical Practice",1,82,84,85,96,34,38,0.976190476190476,0.885416666666667,0.894736842105263,16458,9347,1057,4645,0.113084412110838,0.49695089333476,0.00898684069755002,2,3,2,1,2
"L81649","Bradley Stoke Surgery",0.786363636363636,111,116,79,113,34,42,0.956896551724138,0.699115044247788,0.80952380952381,27321,18988,1559,9232,0.0821044870444491,0.486201811670529,0.00610912155045292,1,5,1,1,2
"L81007","Bridge View Medical",1,322,322,273,339,148,171,1,0.805309734513274,0.865497076023392,6690,39146,4391,18861,0.112169825780412,0.481811679354212,0.0082256169212691,4,5,2,1,1
"Y02578","Broadmead Medical Centre",1,22,22,18,20,6,8,1,0.9,0.75,10320,12269,246,5695,0.0200505338658407,0.464178009617736,0.00179313717499389,3,4,1,1,1
"L81130","Cadbury Heath Healthcare",1,139,139,109,130,62,67,1,0.838461538461538,0.925373134328358,9967,13030,2352,6607,0.180506523407521,0.507060629316961,0.0106676899462778,3,4,3,3,4
"L81015","Charlotte Keel Medical Practice",1,116,118,120,144,33,39,0.983050847457627,0.833333333333333,0.846153846153846,3960,19358,1559,8752,0.0805351792540552,0.452112821572477,0.00609567104039673,5,5,1,1,1
"L81040","Clevedon Medical Centre",0.906363636363636,303,304,186,236,195,221,0.996710526315789,0.788135593220339,0.882352941176471,28592,16680,4556,8590,0.273141486810552,0.514988009592326,0.0182254196642686,1,5,5,5,5
"L81050","Close Farm Surgery",1,104,106,69,77,54,57,0.981132075471698,0.896103896103896,0.947368421052632,28723,7380,1735,3721,0.235094850948509,0.50420054200542,0.0143631436314363,1,2,4,4,3
"L81019","Concord Medical Centre",0.989090909090909,168,171,132,175,86,97,0.982456140350877,0.754285714285714,0.88659793814433,13351,18371,2757,9152,0.150073485384574,0.498176473790213,0.00930814871264493,3,5,2,2,2
"L81024","Courtside Surgery",1,205,209,136,168,119,132,0.980861244019139,0.80952380952381,0.901515151515151,20495,15435,3199,7821,0.207256235827664,0.506705539358601,0.0135406543569809,2,5,3,4,4
"L81095","Downton Road Surgery",0.917272727272727,157,157,115,135,36,40,1,0.851851851851852,0.9,9715,14751,1579,7379,0.107043590265067,0.500237272049353,0.010643346213816,4,5,3,1,3
"L81023","East Trees Health Centre",1,79,80,80,103,37,41,0.9875,0.776699029126214,0.902439024390244,9795,15754,1210,7277,0.0768058905674749,0.461914434429351,0.00507807540941983,3,5,1,1,1
"L81632","Emersons Green Medical Centre",1,80,81,68,86,34,36,0.987654320987654,0.790697674418605,0.944444444444444,33039,11452,1202,5714,0.104959832343695,0.498952148096402,0.00707300034928397,1,4,1,1,3
"L81131","Fallodon Way Medical Centre",0.933636363636364,153,154,81,107,79,92,0.993506493506494,0.757009345794392,0.858695652173913,32757,11525,2480,5836,0.215184381778742,0.506377440347072,0.0133622559652928,1,4,3,4,4
"L81062","Fireclay Health",1,288,295,223,274,109,123,0.976271186440678,0.813868613138686,0.886178861788618,12462,24487,3254,12165,0.132886837913995,0.496794217339813,0.0120472087229959,3,5,3,2,2
"L81013","Fishponds Family Practice",1,133,133,115,126,66,68,1,0.912698412698413,0.970588235294118,14014,13127,2309,6425,0.175897006170488,0.48944922678449,0.0101317894416089,3,4,2,3,2
"L81014","Frome Valley Medical Centre",1,273,279,137,166,161,171,0.978494623655914,0.825301204819277,0.941520467836257,32388,14428,3479,7290,0.241128361519268,0.505267535347935,0.0193373995009703,1,5,5,4,3
"L81078","Gloucester Road Medical Centre",1,149,153,130,161,70,78,0.973856209150327,0.807453416149068,0.897435897435897,24059,22614,2676,11208,0.118333775537278,0.495622180949854,0.00676572035022552,1,5,1,2,2
"L81016","Graham Road Surgery",1,145,148,124,154,79,88,0.97972972972973,0.805194805194805,0.897727272727273,5039,9741,2173,4698,0.223077712760497,0.482291345857715,0.0151935119597577,4,3,4,4,1
"L81054","Grange Road Surgery",1,156,166,136,163,55,65,0.939759036144578,0.834355828220859,0.846153846153846,11898,12210,1684,6177,0.137919737919738,0.505896805896806,0.0135954135954136,3,4,4,2,4
"L81098","Greenway Community Practice",1,125,126,93,117,70,76,0.992063492063492,0.794871794871795,0.921052631578947,8024,11982,1679,6097,0.140126856952095,0.508846603238191,0.0105157736604907,4,4,2,2,4
"L81079","Hanham Health",1,301,305,176,218,169,191,0.986885245901639,0.807339449541284,0.884816753926702,30271,21260,4884,10744,0.229727187206021,0.505362182502352,0.014346190028222,1,5,4,4,3
"L81600","Harbourside Family Practice",1,126,129,93,111,88,92,0.976744186046512,0.837837837837838,0.956521739130435,20906,11570,1961,5847,0.169490060501296,0.505358686257563,0.0111495246326707,2,4,3,3,3
"L81083","Hartwood Healthcare",1,86,87,91,105,45,49,0.988505747126437,0.866666666666667,0.918367346938776,265,8689,1047,4363,0.120497180342962,0.502129128783519,0.0100126596846588,5,3,2,2,3
"L81085","Heywood Family Practice",1,147,148,77,97,88,97,0.993243243243243,0.793814432989691,0.907216494845361,9960,6635,1732,3277,0.26103993971364,0.493896006028636,0.0223059532780708,3,2,5,5,2
"L81041","Hillview Family Practice",0.954545454545455,68,72,81,102,19,22,0.944444444444444,0.794117647058823,0.863636363636364,265,7415,762,3768,0.102764666217127,0.508159136884693,0.00971004720161834,5,2,2,1,4
"L81022","Horfield Hc",1,216,217,117,181,73,79,0.995391705069124,0.646408839779006,0.924050632911392,9443,17941,2224,8835,0.123961875034836,0.492447466696394,0.0120952009364027,4,5,3,2,2
"L81670","Horizon Health Centre",1,48,48,57,73,11,11,1,0.780821917808219,1,720,5679,568,2878,0.100017608733932,0.506779362563832,0.00845219228737454,5,2,2,1,4
"L81042","Kennedy Way Surgery",1,186,190,133,170,81,91,0.978947368421053,0.782352941176471,0.89010989010989,16225,12397,2675,6192,0.215778010809067,0.499475679599903,0.0153262886182141,2,4,4,4,3
"L81063","Kingswood Health Centre",1,162,166,106,124,109,120,0.975903614457831,0.854838709677419,0.908333333333333,16127,13052,2448,6497,0.187557462457861,0.497778118296047,0.0127183573398713,2,4,3,3,2
"L81089","Lawrence Hill Health Centre",0.998181818181818,72,72,62,79,39,43,1,0.784810126582278,0.906976744186046,2845,11612,1052,5414,0.0905959352394075,0.46624181880813,0.00620048225973131,5,4,1,1,1
"L81046","Leap Valley Medical Centre",1,80,81,47,56,49,51,0.987654320987654,0.839285714285714,0.96078431372549,13384,7714,1813,3826,0.23502722323049,0.49598133264195,0.0105003889032927,3,3,2,4,2
"L81086","Mendip Vale Medical Practice",1,610,621,471,565,380,426,0.982286634460548,0.833628318584071,0.892018779342723,21313,46202,10630,23644,0.230076620059738,0.511752737976711,0.0134409765811004,2,5,3,4,4
"L81012","Montpelier Health Centre",1,98,101,103,115,22,24,0.97029702970297,0.895652173913044,0.916666666666667,9802,19821,1397,8885,0.0704808031885374,0.448261944402401,0.00509560567075324,3,5,1,1,1
"L81669","Mvmg - Monks Park",1,473,485,345,405,252,277,0.975257731958763,0.851851851851852,0.909747292418773,16901,37797,6032,18660,0.159589385400958,0.493689975394873,0.0128317062200704,2,5,3,2,2
"L81033","Nightingale Valley Practice",1,166,170,118,152,76,82,0.976470588235294,0.776315789473684,0.926829268292683,16458,14725,2192,7147,0.148862478777589,0.485365025466893,0.0115449915110357,2,5,3,2,2
"L81055","Orchard Medical Centre",1,164,169,134,159,96,108,0.970414201183432,0.842767295597484,0.888888888888889,16378,12810,2218,6413,0.173145979703357,0.500624512099922,0.0131928181108509,2,4,3,3,3
"L81081","Pembroke Road Surgery",1,153,154,86,99,85,93,0.993506493506494,0.868686868686869,0.913978494623656,31384,19972,2518,9864,0.126076507109954,0.493891448027238,0.00771079511315842,1,5,2,2,2
"L81117","Pilning Surgery",1,58,62,40,60,31,36,0.935483870967742,0.666666666666667,0.861111111111111,19850,4310,981,2111,0.227610208816705,0.489791183294664,0.014385150812065,2,1,4,4,2
"L81037","Pioneer Medical Group",1,265,270,196,254,108,116,0.981481481481482,0.771653543307087,0.931034482758621,11813,23385,3162,11439,0.135214881334189,0.4891597177678,0.0115458627325208,3,5,3,2,2
"L81004","Portishead Medical Group",1,289,294,196,240,174,200,0.982993197278912,0.816666666666667,0.87,25984,17740,4878,8950,0.274971815107103,0.504509582863585,0.0165727170236753,1,5,4,5,3
"L81084","Priory Surgery",1,152,155,128,154,74,81,0.980645161290323,0.831168831168831,0.91358024691358,12401,11450,2000,5740,0.174672489082969,0.501310043668122,0.0135371179039301,3,4,3,3,3
"L81018","Severn View Family Practice",1,151,155,94,118,109,119,0.974193548387097,0.796610169491525,0.915966386554622,17037,9050,2605,4583,0.287845303867403,0.506408839779006,0.0171270718232044,2,3,5,5,4
"L81008","Shirehampton Group Practice",1,145,145,105,136,65,69,1,0.772058823529412,0.942028985507246,6691,11367,1836,5595,0.161520190023753,0.492214304565849,0.0127562241576493,4,4,3,3,2
"L81103","St Mary Street Surgery",0.990909090909091,191,191,98,108,110,114,1,0.907407407407407,0.964912280701754,9112,8972,2037,4618,0.227039679001338,0.514712438698172,0.0212884529647793,4,3,5,4,5
"L81066","Stafford Medical Group",1,120,121,110,144,37,39,0.991735537190083,0.763888888888889,0.948717948717949,21682,10909,1480,5406,0.135667797231644,0.495554129617747,0.0110917590979925,2,4,3,2,2
"L81009","Stockwood Medical Centre",1,209,209,145,178,92,112,1,0.814606741573034,0.821428571428571,17477,10801,2220,5548,0.205536524395889,0.513656142949727,0.019350060179613,2,4,5,4,5
"L81118","Stoke Gifford Medical Centre",1,201,202,126,151,90,104,0.995049504950495,0.834437086092715,0.865384615384615,32000,20168,2733,9563,0.135511701705672,0.474166997223324,0.0100158667195557,1,5,2,2,1
"L81106","Streamside Surgery",1,96,96,60,69,68,71,1,0.869565217391304,0.957746478873239,17037,5635,1385,2873,0.245785270629991,0.509849157054126,0.017036379769299,2,2,4,5,4
"L81031","The Armada Family Practice",1,221,224,178,219,124,139,0.986607142857143,0.812785388127854,0.892086330935252,18937,16298,3598,8143,0.220763283838508,0.49963185666953,0.0137440176708799,2,5,4,4,3
"L81643","The Cedars Surgery",1,262,265,193,221,127,137,0.988679245283019,0.873303167420814,0.927007299270073,15776,16789,3985,8428,0.237357793793555,0.501995354100899,0.015784144380249,3,5,4,4,3
"L81026","The Downend Health Group",1,463,469,276,328,216,251,0.987206823027719,0.841463414634146,0.860557768924303,26005,28136,5530,14413,0.19654535115155,0.51226187091271,0.0166690361103213,1,5,4,3,4
"L81090","The Family Practice",1,134,137,102,115,56,59,0.978102189781022,0.88695652173913,0.949152542372881,23869,17229,2027,8393,0.117650473039642,0.487143769226304,0.007951709327297,1,5,2,2,2
"L81053","The Lennard Surgery",0.938181818181818,114,120,84,108,64,73,0.95,0.777777777777778,0.876712328767123,20441,8417,1527,4248,0.181418557680884,0.50469288345016,0.0142568611144113,2,3,4,3,3
