"practice_code","practice_name","overall_achievement","stia007_numerator","stia007_denominator","stia014_numerator","stia014_denominator","stia015_numerator","stia015_denominator","prop_stia007","prop_stia014","prop_stia015","imd_rank","total_patients","patients_65_plus","patients_female","prop_65_plus","prop_female","stroke_prevalence","imd_quintile","listsize_quintile","prevalence_quintile","age65_quintile","female_quintile"
"L81058","The Milton Surgery",1,191,193,132,159,103,111,0.989637305699482,0.830188679245283,0.927927927927928,21695,9084,2405,4681,0.264751210920299,0.515301629238221,0.0212461470717745,2,3,5,5,5
"L81075","The Old School Surgery",1,131,134,102,120,86,97,0.977611940298508,0.85,0.88659793814433,14014,31786,1744,15030,0.0548669225445165,0.472849682250047,0.00421569244321399,3,5,1,1,1
"L81061","The Wellspring Surgery",1,67,67,70,80,28,30,1,0.875,0.933333333333333,13381,11399,796,5511,0.0698306869023599,0.483463461707167,0.00587770857092727,3,4,1,1,1
"L81029","Three Shires Medical Practice",1,133,136,89,108,81,86,0.977941176470588,0.824074074074074,0.941860465116279,18206,9649,2470,4855,0.255985076173697,0.503160949321173,0.0140947248419525,2,3,4,5,3
"L81044","Tudor Lodge Surgery",1,244,248,184,226,131,142,0.983870967741935,0.814159292035398,0.922535211267606,17256,12162,2952,6158,0.242723236309817,0.506331195527052,0.0203913829962177,2,4,5,4,4
"L81034","Tyntesfield Medical Group",1,625,636,398,453,400,449,0.982704402515723,0.878587196467991,0.89086859688196,19760,34422,8883,17524,0.258061704723723,0.509093021904596,0.0184765556911278,2,5,5,5,4
"L81642","Wellington Road Surgery",1,66,68,40,47,39,45,0.970588235294118,0.851063829787234,0.866666666666667,31836,5904,1028,3097,0.174119241192412,0.524559620596206,0.0115176151761518,1,2,3,3,5
"L81125","Wells Road Surgery",0.925454545454545,58,58,57,63,24,27,1,0.904761904761905,0.888888888888889,26258,9840,1050,4860,0.106707317073171,0.49390243902439,0.00589430894308943,1,3,1,1,2
"L81047","West Walk Surgery",1,238,242,142,181,152,171,0.983471074380165,0.784530386740331,0.888888888888889,16225,14865,3206,7494,0.215674402959973,0.504137235116044,0.0162798520013454,2,5,4,4,3
"L81017","Westbury On Trym Primary Care Centre",1,179,183,125,142,98,111,0.978142076502732,0.880281690140845,0.882882882882883,28559,12283,2428,6340,0.197671578604575,0.516160547097615,0.0148986403972971,1,4,4,3,5
"L81091","Whiteladies Medical Group",1,154,159,118,132,79,88,0.968553459119497,0.893939393939394,0.897727272727273,30193,16560,3039,7913,0.183514492753623,0.477838164251208,0.00960144927536232,1,5,2,3,1
"L81021","Winscombe Surgery",1,193,196,148,177,125,141,0.98469387755102,0.836158192090395,0.886524822695035,32084,11374,3057,5920,0.268770880956568,0.52048531739054,0.017232284156849,1,4,5,5,5
"M85736","Acocks Green Medical Centre",1,42,43,41,51,17,21,0.976744186046512,0.803921568627451,0.80952380952381,2569,5213,510,2309,0.0978323422213696,0.442931133704201,0.00824860924611548,5,1,2,1,1
"M85123","Al-Shafa Medical Centre",1,51,52,58,70,24,29,0.980769230769231,0.828571428571429,0.827586206896552,1363,8935,715,4146,0.0800223838836038,0.464017907106883,0.00581980973698937,5,3,1,1,1
"M85139","Alpha Medical Practice",1,39,41,38,54,14,15,0.951219512195122,0.703703703703704,0.933333333333333,431,5764,420,2722,0.0728660652324774,0.472241498959056,0.00711311589174185,5,2,1,1,1
"M85149","Alum Rock Medical Centre",0.996363636363636,56,56,49,59,17,21,1,0.830508474576271,0.80952380952381,663,5817,495,2634,0.0850954100051573,0.452810727178958,0.00962695547533093,5,2,2,1,1
"Y01068","Amaanah Medical Practice",1,26,26,23,29,9,9,1,0.793103448275862,1,663,4911,237,2347,0.0482590103848503,0.477906739971493,0.00529423742618611,5,1,1,1,1
"M85158","Apollo Surgery",1,26,26,19,27,11,12,1,0.703703703703704,0.916666666666667,3695,2179,434,1097,0.199173932996788,0.503441945846719,0.0119320789352914,5,1,3,3,3
"M89030","Arden Medical Centre",1,68,69,46,59,48,53,0.985507246376812,0.779661016949153,0.905660377358491,30951,5993,1516,3127,0.252961788753546,0.521775404638745,0.0115134323377273,1,2,3,5,5
"M89013","Arran Medical Centre",1,38,39,41,50,12,13,0.974358974358974,0.82,0.923076923076923,1886,6197,665,3126,0.107309988704212,0.504437631111828,0.00629336775859287,5,2,1,1,3
"M85026","Ashfield Surgery",0.891818181818182,230,235,164,221,108,137,0.978723404255319,0.742081447963801,0.788321167883212,27223,14959,3977,7579,0.265860017380841,0.506651514138646,0.0157096062571027,1,5,4,5,4
"M85749","Aubrey Road Medical Centre",1,16,16,15,16,7,7,1,0.9375,1,1128,3126,261,1461,0.0834932821497121,0.467370441458733,0.00511836212412028,5,1,1,1,1
"M85779","Aylesbury Surgery",1,35,36,32,40,16,17,0.972222222222222,0.8,0.941176470588235,2286,2840,413,1439,0.145422535211268,0.50669014084507,0.0126760563380282,5,1,3,2,4
"M85118","Baldwins Lane Surgery",1,32,33,23,29,18,20,0.96969696969697,0.793103448275862,0.9,23338,3113,653,1509,0.20976549951815,0.484741407002891,0.0106007067137809,1,1,2,4,1
"M89016","Balsall Common & Meriden Group Practice",1,191,195,119,149,131,144,0.979487179487179,0.798657718120805,0.909722222222222,31845,12693,3310,6449,0.260773654770346,0.508075317103916,0.0153627983928149,1,4,4,5,4
"M85766","Balsall Heath Health Centre (S)",0.964545454545454,14,16,19,28,4,4,0.875,0.678571428571429,1,1549,4265,311,1953,0.0729191090269637,0.457913247362251,0.00375146541617819,5,1,1,1,1
"M85117","Bartley Green Medical Practice",1,40,41,51,70,19,22,0.975609756097561,0.728571428571429,0.863636363636364,2239,5942,1051,3123,0.176876472568159,0.525580612588354,0.00690003365870077,5,2,1,3,5
"M85025","Bath Row Medical Practice",0.994545454545455,41,42,54,67,18,19,0.976190476190476,0.805970149253731,0.947368421052632,11778,16428,890,7555,0.0541757974190407,0.459885561236913,0.00255661066471877,3,5,1,1,1
"M85124","Bellevue Medical Centre",1,40,40,55,72,23,25,1,0.763888888888889,0.92,2650,12782,1065,5963,0.0833202941636677,0.466515412298545,0.00312940071976217,5,4,1,1,1
"M85732","Bloomsbury Surgery",1,12,12,15,15,7,7,1,1,1,892,2470,191,1232,0.0773279352226721,0.498785425101215,0.0048582995951417,5,1,1,1,3
"M85781","Bordesley Green Surgery",1,15,15,16,19,6,6,1,0.842105263157895,1,1199,4012,238,1760,0.0593220338983051,0.438683948155533,0.00373878364905284,5,1,1,1,1
"M89008","Bosworth Medical Group",1,170,173,157,206,66,74,0.982658959537572,0.762135922330097,0.891891891891892,1155,13673,2183,7005,0.159657719593359,0.51232355737585,0.0126526731514664,5,4,3,2,5
"M85041","Bournbrook Varsity Medical Centre",1,40,41,28,33,26,30,0.975609756097561,0.848484848484849,0.866666666666667,15905,14690,643,6889,0.0437712729748128,0.468958475153165,0.00279101429543907,3,5,1,1,1
"Y00471","Broadway Health Centre",1,24,24,35,45,16,18,1,0.777777777777778,0.888888888888889,1053,7734,575,3408,0.0743470390483579,0.440651667959659,0.00310318076027929,5,3,1,1,1
"M85113","Bucklands End Lane Surgery",1,64,65,58,67,28,31,0.984615384615385,0.865671641791045,0.903225806451613,6514,6177,976,2977,0.158005504290108,0.481949166261939,0.0105229075603044,4,2,2,2,1
"M85701","Burbury Medical Centre",1,25,25,24,29,3,3,1,0.827586206896552,1,909,4815,310,2239,0.0643821391484943,0.465005192107996,0.00519210799584631,5,1,1,1,1
"M85642","Cavendish Medical Practice",1,46,47,43,51,18,20,0.978723404255319,0.843137254901961,0.9,202,5741,717,2782,0.124891133948789,0.48458456714858,0.00818672705103641,5,2,2,2,1
"M85679","Charles Road Surgery",1,30,30,44,46,9,9,1,0.956521739130435,1,1395,5731,486,2778,0.0848019542837201,0.484732158436573,0.00523468853603211,5,2,1,1,1
"M85013","Church Lane - Khan",1,28,29,33,40,11,12,0.96551724137931,0.825,0.916666666666667,1071,3948,542,1944,0.137284701114488,0.492401215805471,0.00734549138804458,5,1,2,2,2
"M85048","Church Road Surgery",1,137,140,99,133,76,83,0.978571428571429,0.744360902255639,0.91566265060241,6986,11218,2285,5716,0.203690497414869,0.509538242110893,0.0124799429488322,4,4,3,4,4
"M85697","Church Road Surgery",1,42,43,47,50,15,15,0.976744186046512,0.94,1,851,4688,478,2299,0.101962457337884,0.490401023890785,0.00917235494880546,5,1,2,1,2
"M85711","City Health Centre",1,9,9,11,17,2,2,1,0.647058823529412,1,4287,3916,259,1753,0.0661389172625128,0.447650663942799,0.00229826353421859,5,1,1,1,1
"M85684","City Road Medical Centre",1,5,5,4,4,2,2,1,1,1,943,4045,160,1851,0.0395550061804697,0.457601977750309,0.00123609394313968,5,1,1,1,1
"M85086","Cofton Medical Centre",1,67,69,81,93,45,48,0.971014492753623,0.870967741935484,0.9375,22377,10646,1558,5435,0.146346045463085,0.510520383242532,0.00648130753334586,2,4,1,2,4
"M85029","College Green Medical Practice",1,202,207,164,202,163,176,0.975845410628019,0.811881188118812,0.926136363636364,19636,19000,3838,9774,0.202,0.514421052631579,0.0108947368421053,2,5,3,4,5
"M85087","College Road Surgery",1,151,154,123,142,56,64,0.980519480519481,0.866197183098592,0.875,3612,11134,1477,5742,0.132656727142087,0.515717621699299,0.0138315070953835,5,4,4,2,5
"M85792","Cotmore Surgery",0.856363636363636,32,33,24,41,18,20,0.96969696969697,0.585365853658537,0.9,14460,3364,783,1692,0.232758620689655,0.502972651605232,0.00980975029726516,3,1,2,4,3
"M85699","Coventry Road Medical Centre",1,33,33,37,45,6,6,1,0.822222222222222,1,570,5256,441,2252,0.0839041095890411,0.428462709284627,0.00627853881278539,5,1,1,1,1
"M89021","Coventry Road Practice",0.994545454545455,80,81,49,61,30,30,0.987654320987654,0.80327868852459,1,19230,4841,995,2416,0.205536046271432,0.499070439991737,0.0167320801487296,2,1,4,4,3
"M85097","Cranes Park Road Surgery",1,8,8,11,13,6,6,1,0.846153846153846,1,19230,2199,318,1046,0.144611186903138,0.475670759436107,0.00363801728058208,2,1,1,2,1
"M89012","Croft Medical Centre",1,119,119,117,132,57,64,1,0.886363636363636,0.890625,1308,11175,1615,5653,0.144519015659955,0.50586129753915,0.0106487695749441,5,4,3,2,4
"M89010","Dorridge Surgery",1,192,204,96,124,115,127,0.941176470588235,0.774193548387097,0.905511811023622,32896,10923,2842,5512,0.260184930879795,0.504623271994873,0.0186761878604779,1,4,5,5,3
"M85730","Doski Medical Practice",1,25,25,35,42,11,12,1,0.833333333333333,0.916666666666667,10070,5531,546,2568,0.0987163261616344,0.464292171397577,0.00451997830410414,3,2,1,1,1
"M85717","Downsfield Medical Centre",0.463636363636364,31,31,39,46,10,11,1,0.847826086956522,0.909090909090909,1289,4247,525,2211,0.123616670591005,0.520602778431834,0.0072992700729927,5,1,2,2,5
"M85716","Dr Khuroo's Practice",0.996363636363636,28,33,33,40,13,14,0.848484848484849,0.825,0.928571428571429,2629,5304,402,2415,0.0757918552036199,0.455316742081448,0.00622171945701357,5,2,1,1,1
"M85686","Dr Kulshrestha Family Practice",0.783636363636364,11,11,9,11,2,2,1,0.818181818181818,1,202,1504,165,761,0.109707446808511,0.505984042553192,0.00731382978723404,5,1,2,1,4
"M85065","Dr Sn Clay And Partners",1,192,196,129,153,125,142,0.979591836734694,0.843137254901961,0.880281690140845,10279,14412,2777,7334,0.192686650013877,0.508881487649181,0.0135997779628088,3,5,4,3,4
"M85128","Dr Walji And Colleagues",1,56,57,45,56,17,19,0.982456140350877,0.803571428571429,0.894736842105263,1549,5093,600,2457,0.117808757117612,0.482426860396623,0.0111918319261732,5,1,3,2,1
"M85706","Druid Group - Emc Surgery",0.948181818181818,107,107,92,122,39,44,1,0.754098360655738,0.886363636363636,943,14223,1392,6831,0.0978696477536385,0.480278422273782,0.007523026084511,5,5,2,1,1
"M85136","Druids Heath Surgery",1,88,89,87,105,37,41,0.98876404494382,0.828571428571429,0.902439024390244,665,10843,1248,5272,0.115097297795813,0.48621230286821,0.00820806049986166,5,4,2,2,2
"M85079","Eden Court Medical Practice",1,191,191,122,135,59,60,1,0.903703703703704,0.983333333333333,3316,10679,1439,5590,0.134750444798202,0.523457252551737,0.0178855698099073,5,4,5,2,5
"M85693","Featherstone Medical Centre",0.926363636363636,18,19,18,20,12,13,0.947368421052632,0.9,0.923076923076923,18749,2459,382,1167,0.155347702318015,0.474583163887759,0.00772671817812119,2,1,2,2,1
"M85116","Fernley Medical Centre",1,54,55,39,52,29,32,0.981818181818182,0.75,0.90625,1356,8567,855,4209,0.0998015641414731,0.491303840317497,0.00641998365822342,5,3,1,1,2
"M85154","Finch Road Primary Care Centre",1,21,21,27,30,8,9,1,0.9,0.888888888888889,500,4475,387,2144,0.0864804469273743,0.479106145251397,0.0046927374301676,5,1,1,1,1
"M85107","Firs Surgery",1,30,31,35,41,7,7,0.967741935483871,0.853658536585366,1,1036,3698,324,1780,0.0876149269875608,0.481341265548945,0.0083829096809086,5,1,2,1,1
"M85051","Firstcare Practice",1,26,26,37,46,7,7,1,0.804347826086957,1,1549,7734,557,3601,0.0720196534781484,0.465606413240238,0.00336177915696923,5,3,1,1,1
"M85694","Garretts Green Lane Surgery",1,26,26,29,33,10,10,1,0.878787878787879,1,3507,3792,499,1873,0.131592827004219,0.493934599156118,0.00685654008438819,5,1,1,2,2
"M85170","Gate Medical Centre",1,40,41,39,44,17,18,0.975609756097561,0.886363636363636,0.944444444444444,334,5341,531,2368,0.0994195843475005,0.443362666167384,0.00767646508144542,5,2,2,1,1
"M89003","Gps Healthcare",1,571,582,357,475,327,368,0.981099656357388,0.751578947368421,0.888586956521739,12588,39470,9037,19903,0.228958702812262,0.504256397263745,0.0147453762351153,3,5,4,4,3
"M89024","Grafton Road Surgery",0.732727272727273,30,31,25,33,14,16,0.967741935483871,0.757575757575758,0.875,9431,4054,762,2005,0.187962506166749,0.494573260976813,0.00764676862358165,4,1,2,3,2
"M85076","Great Park Medical Group",1,82,83,96,125,27,31,0.987951807228916,0.768,0.870967741935484,5407,10717,1942,5468,0.181207427451712,0.510217411589064,0.00774470467481571,4,4,2,3,4
"M89027","Green Lane Surgery",1,84,84,63,86,23,26,1,0.732558139534884,0.884615384615385,1886,8356,1093,4304,0.130804212541886,0.515078985160364,0.0100526567735759,5,3,2,2,5
"M85006","Green Ridge Surgery",1,87,88,75,100,43,48,0.988636363636364,0.75,0.895833333333333,3411,10560,1501,5271,0.142140151515152,0.499147727272727,0.00833333333333333,5,4,2,2,3
"M85670","Greenfield Medical Centre",1,25,26,20,24,10,11,0.961538461538462,0.833333333333333,0.909090909090909,431,3691,237,1620,0.0642102411270658,0.438905445678678,0.00704416147385532,5,1,1,1,1
"M85735","Greet Medical Practice",1,37,38,39,53,7,7,0.973684210526316,0.735849056603774,1,1639,6386,405,2985,0.0634199812088945,0.467428750391481,0.00595051675540244,5,2,1,1,1
"M85778","Halcyon Medical",0.811818181818182,6,6,9,11,1,1,1,0.818181818181818,1,8998,17664,219,8634,0.012398097826087,0.488790760869565,0.000339673913043478,4,5,1,1,2
"Y00159","Hall Green Health",1,222,227,212,262,91,102,0.977973568281938,0.809160305343511,0.892156862745098,7250,31742,4063,15965,0.128000756096024,0.502961376094764,0.00715140822884506,4,5,1,2,3
"Y03597","Hamd Medical Practice",0.866363636363636,25,25,28,35,10,12,1,0.8,0.833333333333333,1944,7350,363,3628,0.0493877551020408,0.493605442176871,0.00340136054421769,5,2,1,1,2
"M89608","Hampton Surgery",1,50,51,28,37,36,39,0.980392156862745,0.756756756756757,0.923076923076923,28519,3724,847,1870,0.227443609022556,0.502148227712138,0.0136949516648765,1,1,4,4,3
"M85009","Hamstead Road Surgery",1,30,30,25,30,27,28,1,0.833333333333333,0.964285714285714,588,6615,1051,3205,0.158881330309902,0.484504913076342,0.00453514739229025,5,2,1,2,1
"M85082","Handsworth Medical Pract.",1,35,35,36,38,14,14,1,0.947368421052632,1,628,5512,464,2392,0.0841799709724238,0.433962264150943,0.00634978229317852,5,2,1,1,1
"M85058","Harborne Medical Practice",1,88,103,68,108,69,80,0.854368932038835,0.62962962962963,0.8625,19975,16248,1812,8224,0.111521418020679,0.506154603643525,0.00633924175283112,2,5,1,1,4
"M85043","Hawkesley Medical Practice",0.99,48,48,51,56,20,22,1,0.910714285714286,0.909090909090909,309,4373,741,2253,0.169448890921564,0.515206951749371,0.0109764463754859,5,1,3,3,5
"Y06378","Heath Street Health Centre",1,26,26,33,39,19,19,1,0.846153846153846,1,202,6945,336,3150,0.0483801295896328,0.453563714902808,0.00374370050395968,5,2,1,1,1
"M85634","Heathfield Family Centre",0.956363636363636,41,46,42,55,17,18,0.891304347826087,0.763636363636364,0.944444444444444,500,9893,880,4463,0.0889517840897604,0.451127059537046,0.00464975235014657,5,3,1,1,1
"M85713","Highgate Medical Centre",1,24,24,34,37,12,14,1,0.918918918918919,0.857142857142857,696,5327,434,2616,0.0814717477003942,0.491083161253989,0.00450535010324761,5,2,1,1,2
"M85016","Hillcrest Surgery",1,54,55,57,70,19,21,0.981818181818182,0.814285714285714,0.904761904761905,1683,5324,837,2618,0.157212622088655,0.491735537190083,0.0103305785123967,5,2,2,2,2
"M89019","Hobs Moat Medical Centre",1,117,118,82,119,47,51,0.991525423728814,0.689075630252101,0.92156862745098,5828,11313,1765,5717,0.156015203747901,0.505347829930169,0.0104304782109078,4,4,2,2,3
"M85797","Hockley Medical Practice",0.932727272727273,20,20,27,40,9,9,1,0.675,1,26401,11777,560,5677,0.0475503099261272,0.482041266876114,0.00169822535450454,1,4,1,1,1
"Y02567","Hodge Hill Family Practice",1,42,43,36,49,7,7,0.976744186046512,0.73469387755102,1,1784,6510,382,3337,0.058678955453149,0.512596006144393,0.00660522273425499,5,2,1,1,5
"M85721","Holyhead Primary Health Care Centre",1,17,17,23,30,5,5,1,0.766666666666667,1,487,11055,437,4063,0.0395296246042515,0.367526006331976,0.00153776571687019,5,4,1,1,1
"Y02893","Iridium Medical Practice",0.944545454545455,194,215,180,234,78,87,0.902325581395349,0.769230769230769,0.896551724137931,1994,22161,2481,10972,0.111953431704345,0.495104011551825,0.00970172826136005,5,5,2,1,2
"M85143","Jiggins Lane Medical Centre",0.985454545454545,85,87,82,103,32,37,0.977011494252874,0.796116504854369,0.864864864864865,2424,7335,1221,3738,0.166462167689162,0.50961145194274,0.0118609406952965,5,2,3,3,4
"M85088","Karis Medical Centre",0.992727272727273,76,78,89,112,42,45,0.974358974358974,0.794642857142857,0.933333333333333,3425,17742,1754,8431,0.0988614586856048,0.47520009018149,0.00439634764964491,5,5,1,1,1
"M85600","Kings Norton Surgery",1,116,119,107,139,52,60,0.974789915966387,0.76978417266187,0.866666666666667,13301,16135,2099,8270,0.130089866749303,0.512550356368144,0.00737527114967462,3,5,2,2,5
"M85014","Kingsbury Road Medical Centre",1,32,32,29,38,11,11,1,0.763157894736842,1,4865,4236,481,2049,0.113550519357885,0.48371104815864,0.00755429650613787,4,1,2,1,1
"M85037","Kingsfield Medical Centre",1,92,94,71,86,47,51,0.978723404255319,0.825581395348837,0.92156862745098,18749,9359,2001,4743,0.213804893685223,0.506784912918047,0.0100438080991559,2,3,2,4,4
"M89002","Kingshurst Medical Practice",1,51,51,72,81,16,17,1,0.888888888888889,0.941176470588235,12216,6441,859,3296,0.133364384412358,0.511721782331936,0.00791802515137401,3,2,2,2,4
